#timestamp(s) tx ty tz qx qy qz qw
1403636582.713556 -0.05741757 0.04584741 -0.11739860 0.05100983 0.82156157 0.03420011 0.56680238
1403636582.763556 -0.05697501 0.04748542 -0.08354809 0.05368065 0.81934893 0.03492246 0.56970707
1403636582.813555 -0.05495194 0.04993574 -0.05047951 0.05737305 0.81620460 0.03623844 0.57376403
1403636582.863555 -0.05503044 0.05269355 -0.01630250 0.06166717 0.81197525 0.03868088 0.57913483
1403636582.913555 -0.05395779 0.05470948 0.01538481 0.06524165 0.80687178 0.04005545 0.58574485
1403636582.963556 -0.05211444 0.05637079 0.04408841 0.06630843 0.80170986 0.04162476 0.59256381
1403636583.013556 -0.04939651 0.05730202 0.06730537 0.06736503 0.79675761 0.04324422 0.59897345
1403636583.063555 -0.04636178 0.05782002 0.08438305 0.06637551 0.79391278 0.04404395 0.60279094
1403636583.113555 -0.04365610 0.05783522 0.09351217 0.06608496 0.79285546 0.04566552 0.60409242
1403636583.163555 -0.04051913 0.05828291 0.09424034 0.06579423 0.79312664 0.04846057 0.60355018
1403636583.213556 -0.03790832 0.05790287 0.08536977 0.06472629 0.79406812 0.04992845 0.60230680
1403636583.263556 -0.03612208 0.05744302 0.06902063 0.06371507 0.79539577 0.04975253 0.60067516
1403636583.313555 -0.03508980 0.05656618 0.04805193 0.06335168 0.79683833 0.04881138 0.59887619
1403636583.363555 -0.03380728 0.05893571 0.02516406 0.06274987 0.79888269 0.04799124 0.59627657
1403636583.413555 -0.03325164 0.05986061 -0.00350707 0.06216876 0.80059499 0.04549563 0.59423299
1403636583.463556 -0.03169200 0.06052336 -0.03549057 0.05953505 0.80292087 0.04449553 0.59143369
1403636583.513556 -0.03045785 0.06076695 -0.06868259 0.05815182 0.80508680 0.04384727 0.58866886
1403636583.563555 -0.02859865 0.06153443 -0.10279208 0.05678223 0.80786349 0.04429441 0.58495331
1403636583.613555 -0.02766445 0.06189314 -0.13728798 0.05696000 0.81128562 0.04711121 0.57995839
1403636583.663555 -0.02572200 0.06117064 -0.17138294 0.05706945 0.81626388 0.04289943 0.57325037
1403636583.713556 -0.02414848 0.05970431 -0.20351913 0.05952308 0.82233177 0.03886382 0.56455032
1403636583.763556 -0.02274487 0.05968943 -0.23268737 0.06185935 0.82876444 0.03415547 0.55511829
1403636583.813555 -0.02228736 0.05989085 -0.25830703 0.06407469 0.83448500 0.03170631 0.54637343
1403636583.863555 -0.02116329 0.06063911 -0.28173127 0.06452394 0.83870657 0.03097539 0.53985969
1403636583.913555 -0.01982822 0.06102146 -0.30174639 0.06241805 0.84177978 0.03276707 0.53519820
1403636583.963556 -0.01761960 0.06066891 -0.31755102 0.05893837 0.84374807 0.03314326 0.53246314
1403636584.013556 -0.01615523 0.05939256 -0.32782833 0.05596377 0.84469161 0.03152562 0.53138524
1403636584.063555 -0.01439249 0.05775928 -0.33207964 0.05298643 0.84487962 0.02896758 0.53153715
1403636584.113555 -0.01316564 0.05606939 -0.32959776 0.05145728 0.84484772 0.02647500 0.53186799
1403636584.163555 -0.01367135 0.05501052 -0.31960245 0.04975985 0.84492249 0.02502057 0.53198113
1403636584.213556 -0.01391093 0.05388767 -0.30285299 0.04867998 0.84473497 0.02509181 0.53237533
1403636584.263556 -0.01509942 0.05250221 -0.28049541 0.04852460 0.84388195 0.02522968 0.53373410
1403636584.313555 -0.01467247 0.05256056 -0.25474112 0.04844941 0.84262803 0.02550530 0.53570527
1403636584.363555 -0.01658916 0.05280703 -0.22501679 0.04761965 0.84165921 0.02758295 0.53719766
1403636584.413555 -0.02007052 0.05297326 -0.19185785 0.04705400 0.84055875 0.03291256 0.53866842
1403636584.463556 -0.02306264 0.05414184 -0.15683550 0.04678882 0.83861872 0.03724067 0.54142643
1403636584.513556 -0.02680658 0.05490930 -0.12020250 0.04711112 0.83576532 0.03944055 0.54563845
1403636584.563555 -0.03055632 0.05517905 -0.08288751 0.04847108 0.83187205 0.04091736 0.55133041
1403636584.613555 -0.03401747 0.05558644 -0.04514774 0.05047568 0.82676331 0.04295495 0.55863182
1403636584.663555 -0.03680199 0.05574671 -0.00850392 0.05339328 0.82063258 0.04595848 0.56709711
1403636584.713556 -0.03861649 0.05571004 0.02665292 0.05513423 0.81418194 0.04900690 0.57590477
1403636584.763556 -0.03973240 0.05539557 0.05877416 0.05755872 0.80816512 0.05230134 0.58379852
1403636584.813555 -0.03982039 0.05488541 0.08827305 0.05861578 0.80316269 0.05396038 0.59040847
1403636584.863555 -0.03948278 0.05362687 0.11312016 0.06087412 0.79900957 0.05365170 0.59581839
1403636584.913555 -0.03841668 0.05236959 0.13263299 0.06183830 0.79617486 0.05245784 0.59960804
1403636584.963556 -0.03749597 0.05105689 0.14465650 0.06492668 0.79454871 0.05155505 0.60151388
1403636585.013556 -0.03738576 0.05087183 0.14939210 0.06699259 0.79467035 0.05207385 0.60108181
1403636585.063555 -0.03764089 0.05040651 0.14651625 0.06896595 0.79559813 0.05273417 0.59957187
1403636585.113555 -0.03814051 0.05020179 0.13716984 0.06958619 0.79701024 0.05243457 0.59764793
1403636585.163555 -0.03877301 0.05041978 0.12166029 0.07154635 0.79864438 0.05398949 0.59509109
1403636585.213556 -0.03907857 0.05178202 0.10143548 0.07296504 0.80044289 0.05623370 0.59228799
1403636585.263556 -0.03970648 0.05345026 0.07765586 0.07222920 0.80245889 0.06052928 0.58921887
1403636585.313555 -0.04090713 0.05498016 0.05235385 0.07150827 0.80429788 0.06419278 0.58640495
1403636585.363555 -0.04099999 0.05715921 0.02528692 0.06888334 0.80637190 0.06750076 0.58349215
1403636585.413555 -0.04130892 0.05946540 -0.00168134 0.06757515 0.80865647 0.06880480 0.58032251
1403636585.463556 -0.04038799 0.06109309 -0.02839989 0.06449644 0.81173130 0.06677783 0.57660492
1403636585.513556 -0.03856444 0.06165842 -0.05427853 0.06199949 0.81510330 0.06502341 0.57230641
1403636585.563555 -0.03495787 0.06174635 -0.07826660 0.05804800 0.81882730 0.06022554 0.56791299
1403636585.613555 -0.02837675 0.06076150 -0.09964892 0.05479523 0.82256249 0.05424227 0.56342364
1403636585.663555 -0.02272214 0.06006221 -0.11698371 0.05293126 0.82659166 0.04745149 0.55829461
1403636585.713556 -0.01565456 0.05885428 -0.13066035 0.05174534 0.83079241 0.04035822 0.55270029
1403636585.763556 -0.00915630 0.05778289 -0.14061250 0.05207700 0.83505853 0.03491355 0.54657687
1403636585.813555 -0.00143020 0.05701815 -0.14718095 0.05310031 0.83924787 0.02838816 0.54040493
1403636585.863555 0.00468578 0.05618529 -0.15044250 0.05402253 0.84410312 0.02287092 0.53296192
1403636585.913555 0.01009549 0.05479394 -0.15117289 0.05525661 0.84894218 0.01865900 0.52525777
1403636585.963556 0.01411530 0.05371248 -0.15073584 0.05751830 0.85445933 0.01718810 0.51603824
1403636586.013556 0.01727832 0.05295570 -0.14958686 0.06141593 0.86045133 0.01805937 0.50549525
1403636586.063555 0.01993624 0.05237239 -0.14793400 0.06603554 0.86648194 0.02285832 0.49429329
1403636586.113555 0.02267714 0.05083110 -0.14552786 0.07156104 0.87140633 0.02637861 0.48459694
1403636586.163555 0.02519094 0.04809933 -0.14260682 0.07667958 0.87559440 0.02903385 0.47603752
1403636586.213556 0.02831673 0.04489554 -0.13964571 0.08017758 0.87944177 0.02917815 0.46829731
1403636586.263556 0.03222403 0.04189206 -0.13708419 0.08210621 0.88374686 0.02854443 0.45982091
1403636586.313555 0.03644697 0.03987582 -0.13481927 0.08511781 0.88808787 0.02714533 0.45090799
1403636586.363555 0.04195425 0.03837655 -0.13325387 0.08761990 0.89247732 0.02601828 0.44173526
1403636586.413555 0.04774918 0.03716915 -0.13193841 0.09067120 0.89667704 0.02416095 0.43262601
1403636586.463556 0.05409175 0.03696239 -0.13094044 0.09087279 0.90076395 0.02366251 0.42403599
1403636586.513556 0.05989515 0.03799330 -0.12960263 0.09041421 0.90435495 0.02333741 0.41644058
1403636586.563555 0.06459490 0.04025587 -0.12787991 0.08911952 0.90713317 0.02204188 0.41070825
1403636586.613555 0.06795272 0.04354973 -0.12567468 0.08815137 0.90868491 0.02074976 0.40754205
1403636586.663555 0.06975123 0.04777521 -0.12332775 0.08879189 0.90877719 0.02045239 0.40721212
1403636586.713556 0.07100631 0.05276727 -0.12120967 0.08829614 0.90769441 0.01955722 0.40977087
1403636586.763556 0.07195455 0.05782737 -0.11958624 0.08760297 0.90620688 0.01719101 0.41330289
1403636586.813555 0.07111453 0.06336197 -0.11832460 0.08648044 0.90457459 0.01580925 0.41715226
1403636586.863555 0.06986001 0.06787110 -0.11809335 0.08491403 0.90318874 0.01546286 0.42047664
1403636586.913555 0.06760072 0.06999549 -0.11808085 0.08215175 0.90235508 0.01554916 0.42280565
1403636586.963556 0.06488669 0.07085820 -0.11807412 0.07995600 0.90176818 0.01475163 0.42450392
1403636587.013556 0.06176777 0.07164707 -0.11769071 0.07623639 0.90175770 0.01465201 0.42521334
1403636587.063555 0.05878804 0.07202086 -0.11751837 0.07449062 0.90247523 0.01450382 0.42400383
1403636587.113555 0.05605560 0.07367773 -0.11718094 0.07223524 0.90383581 0.01458559 0.42148566
1403636587.163555 0.05365911 0.07684404 -0.11730419 0.07072056 0.90502919 0.01501258 0.41916034
1403636587.213556 0.05128360 0.08198121 -0.11756065 0.06989958 0.90566310 0.01427068 0.41795305
1403636587.263556 0.04924494 0.08876882 -0.11795267 0.07052868 0.90595769 0.01393740 0.41721950
1403636587.313555 0.04737015 0.09738749 -0.11820861 0.07160411 0.90608946 0.01369309 0.41675801
1403636587.363555 0.04583713 0.10747510 -0.11830895 0.07326129 0.90616908 0.01386892 0.41629080
1403636587.413555 0.04457909 0.11952941 -0.11829965 0.07496802 0.90633292 0.01372047 0.41563467
1403636587.463556 0.04370722 0.13313767 -0.11834574 0.07723247 0.90660385 0.01294505 0.41465291
1403636587.513556 0.04349260 0.14832158 -0.11826710 0.07943103 0.90686387 0.01209017 0.41369369
1403636587.563555 0.04378460 0.16508566 -0.11834342 0.08157842 0.90688869 0.01158567 0.41323557
1403636587.613555 0.04402628 0.18320134 -0.11793038 0.08426026 0.90645143 0.01206830 0.41364280
1403636587.663555 0.04403418 0.20224575 -0.11735636 0.08709620 0.90519700 0.01285312 0.41577330
1403636587.713556 0.04379126 0.22194190 -0.11631462 0.09052465 0.90346487 0.01419517 0.41875412
1403636587.763556 0.04352982 0.24187137 -0.11515760 0.09460944 0.90152176 0.01559196 0.42197686
1403636587.813555 0.04364912 0.26198829 -0.11439244 0.09822062 0.90006983 0.01774632 0.42416043
1403636587.863555 0.04378488 0.28128879 -0.11469326 0.10182903 0.89943687 0.01949115 0.42457538
1403636587.913555 0.04435168 0.29960696 -0.11563943 0.10472928 0.89986053 0.02177546 0.42285771
1403636587.963556 0.04515111 0.31658424 -0.11732544 0.10813875 0.90125011 0.02532300 0.41882335
1403636588.013556 0.04652601 0.33282417 -0.11925031 0.11131453 0.90327345 0.02942269 0.41332851
1403636588.063555 0.04764230 0.34743473 -0.12175510 0.11538901 0.90480049 0.03137536 0.40870165
1403636588.113555 0.04850270 0.35990996 -0.12442726 0.11699675 0.90597427 0.03149944 0.40562319
1403636588.163555 0.04962979 0.37142788 -0.12692828 0.11702484 0.90673274 0.03234104 0.40385020
1403636588.213556 0.05049282 0.38076870 -0.12931234 0.11657370 0.90689779 0.03199285 0.40363775
1403636588.263556 0.05101662 0.38782104 -0.13141558 0.11648050 0.90651916 0.03125601 0.40457183
1403636588.313555 0.05113416 0.39213910 -0.13294998 0.11638665 0.90584114 0.02993731 0.40621391
1403636588.363555 0.05116673 0.39405968 -0.13418564 0.11576921 0.90517965 0.02856107 0.40796024
1403636588.413555 0.05145041 0.39313104 -0.13525786 0.11638892 0.90450392 0.02774378 0.40933672
1403636588.463556 0.05200324 0.39008894 -0.13586965 0.11703026 0.90429700 0.02770198 0.40961379
1403636588.513556 0.05281568 0.38498758 -0.13546541 0.11719211 0.90458000 0.02991060 0.40878649
1403636588.563555 0.05367634 0.37765047 -0.13372647 0.11725155 0.90458381 0.03145506 0.40864506
1403636588.613555 0.05475250 0.36799963 -0.13144355 0.11731267 0.90446004 0.03134482 0.40890985
1403636588.663555 0.05598050 0.35617145 -0.12895918 0.11654063 0.90441281 0.03105210 0.40925728
1403636588.713556 0.05786169 0.34250788 -0.12738193 0.11589425 0.90476567 0.02912081 0.40880262
1403636588.763556 0.05947006 0.32738277 -0.12671103 0.11362275 0.90563383 0.02788090 0.40760262
1403636588.813555 0.06067644 0.31071178 -0.12633074 0.11199945 0.90645301 0.02661045 0.40631385
1403636588.863555 0.06146855 0.29209387 -0.12633105 0.11083100 0.90687914 0.02491929 0.40579026
1403636588.913555 0.06155798 0.27187884 -0.12587666 0.10916569 0.90700841 0.02298042 0.40606711
1403636588.963556 0.06209151 0.25081570 -0.12475394 0.10682706 0.90691091 0.02136184 0.40699417
1403636589.013556 0.06264323 0.22866062 -0.12318261 0.10425909 0.90635221 0.01975577 0.40898097
1403636589.063555 0.06323452 0.20555104 -0.12110404 0.10132435 0.90554675 0.01808108 0.41157203
1403636589.113555 0.06350272 0.18153153 -0.11863658 0.09808078 0.90471068 0.01700149 0.41423386
1403636589.163555 0.06347245 0.15668787 -0.11571481 0.09607497 0.90384892 0.01605387 0.41661613
1403636589.213556 0.06303981 0.13097153 -0.11272407 0.09443493 0.90348659 0.01504501 0.41781297
1403636589.263556 0.06267044 0.10510993 -0.11032860 0.09254713 0.90378800 0.01410790 0.41761615
1403636589.313555 0.06208575 0.07907072 -0.10879484 0.08979035 0.90457721 0.01297875 0.41654449
1403636589.363555 0.06146587 0.05320783 -0.10821024 0.08734469 0.90576898 0.01147869 0.41451381
1403636589.413555 0.06033188 0.02791931 -0.10812808 0.08435708 0.90678698 0.01086462 0.41292034
1403636589.463556 0.05919100 0.00281266 -0.10817640 0.08216314 0.90712748 0.01090210 0.41261374
1403636589.513556 0.05812011 -0.02261792 -0.10866896 0.08100043 0.90684036 0.01026433 0.41349019
1403636589.563555 0.05754042 -0.04829810 -0.10917422 0.07965294 0.90634991 0.00903221 0.41485379
1403636589.613555 0.05673375 -0.07311617 -0.10972607 0.07800838 0.90589318 0.00871545 0.41616858
1403636589.663555 0.05613757 -0.09782694 -0.11036261 0.07639965 0.90542769 0.00799008 0.41749246
1403636589.713556 0.05559015 -0.12227262 -0.11103233 0.07487323 0.90525659 0.00720811 0.41815374
1403636589.763556 0.05510833 -0.14619048 -0.11249251 0.07280375 0.90552936 0.00431057 0.41796843
1403636589.813555 0.05490762 -0.16885636 -0.11450307 0.06995322 0.90649711 0.00128134 0.41637471
1403636589.863555 0.05451143 -0.18958502 -0.11680551 0.06693804 0.90804275 -0.00162079 0.41349129
1403636589.913555 0.05420649 -0.20907385 -0.11931571 0.06399407 0.90943720 -0.00502740 0.41085698
1403636589.963556 0.05457069 -0.22665393 -0.12186672 0.06157318 0.91010200 -0.00947445 0.40967466
1403636590.013556 0.05531968 -0.24255971 -0.12389894 0.05900191 0.90980418 -0.01336719 0.41060497
1403636590.063555 0.05584747 -0.25515573 -0.12446494 0.05664689 0.90863547 -0.01587147 0.41342570
1403636590.113555 0.05647335 -0.26437860 -0.12462422 0.05458313 0.90706657 -0.01837679 0.41702904
1403636590.163555 0.05677580 -0.27042893 -0.12415815 0.05305054 0.90555137 -0.02095229 0.42038478
1403636590.213556 0.05733330 -0.27290871 -0.12324582 0.05184828 0.90462573 -0.02185425 0.42247656
1403636590.263556 0.05800608 -0.27206450 -0.12232053 0.05099644 0.90441645 -0.02150116 0.42304603
1403636590.313555 0.05916004 -0.26837654 -0.12135611 0.05051552 0.90487752 -0.02020304 0.42218087
1403636590.363555 0.06056972 -0.26155418 -0.12046017 0.05163104 0.90536444 -0.01831269 0.42108683
1403636590.413555 0.06236474 -0.25130150 -0.11954899 0.05265459 0.90566654 -0.01594604 0.42040616
1403636590.463556 0.06481111 -0.23853729 -0.11835392 0.05461777 0.90552889 -0.01267812 0.42056343
1403636590.513556 0.06749522 -0.22329890 -0.11683669 0.05608184 0.90498092 -0.00949005 0.42163291
1403636590.563555 0.07013546 -0.20650773 -0.11486996 0.05788389 0.90430658 -0.00595876 0.42289899
1403636590.613555 0.07313249 -0.18778310 -0.11317992 0.05969193 0.90353386 -0.00342470 0.42432500
1403636590.663555 0.07567900 -0.16793870 -0.11219577 0.06201147 0.90305365 -0.00065469 0.42502735
1403636590.713556 0.07836756 -0.14727359 -0.11143533 0.06446235 0.90300626 0.00180910 0.42475997
1403636590.763556 0.08074000 -0.12541657 -0.11136534 0.06760193 0.90349405 0.00317557 0.42322381
1403636590.813555 0.08273632 -0.10291358 -0.11189328 0.06995877 0.90448687 0.00272768 0.42071586
1403636590.863555 0.08434551 -0.07947234 -0.11307044 0.07265855 0.90561687 0.00247837 0.41781895
1403636590.913555 0.08564386 -0.05539696 -0.11415126 0.07468376 0.90661058 0.00307484 0.41529523
1403636590.963556 0.08711300 -0.03089937 -0.11540003 0.07616615 0.90702253 0.00429576 0.41411398
1403636591.013556 0.08813636 -0.00630904 -0.11668216 0.07675213 0.90695461 0.00436872 0.41415380
1403636591.063555 0.08877833 0.01763155 -0.11771914 0.07685568 0.90658207 0.00332220 0.41495918
1403636591.113555 0.08832636 0.04120431 -0.11828199 0.07707906 0.90638776 0.00230300 0.41534894
1403636591.163555 0.08784413 0.06372176 -0.11921744 0.07857450 0.90631509 0.00173590 0.41523004
1403636591.213556 0.08720169 0.08508916 -0.12049145 0.07968295 0.90659033 0.00192270 0.41441635
1403636591.263556 0.08670810 0.10486484 -0.12259756 0.08111363 0.90705293 0.00258823 0.41312089
1403636591.313555 0.08628284 0.12294619 -0.12520556 0.08257472 0.90758553 0.00394266 0.41164836
1403636591.363555 0.08597730 0.13888790 -0.12819867 0.08478770 0.90801034 0.00543880 0.41024223
